backend,ranks,bytes,count,iteration,time_ms
host_pinned,2,1048576,262144,44,0.389509
host_pinned,2,1048576,262144,45,0.403816
host_pinned,2,1048576,262144,46,0.393197
host_pinned,2,1048576,262144,47,0.406372
host_pinned,2,1048576,262144,48,0.392405
host_pinned,2,1048576,262144,49,0.398226
host_pinned,2,1048576,262144,50,0.403957
host_pinned,2,2097152,524288,1,0.825167
host_pinned,2,2097152,524288,2,0.849543
host_pinned,2,2097152,524288,3,0.822782
host_pinned,2,2097152,524288,4,0.843311
host_pinned,2,2097152,524288,5,0.849703
host_pinned,2,2097152,524288,6,0.83765
host_pinned,2,2097152,524288,7,0.839123
host_pinned,2,2097152,524288,8,0.857758
host_pinned,2,2097152,524288,9,0.835566
host_pinned,2,2097152,524288,10,0.841247
host_pinned,2,2097152,524288,11,0.860183
host_pinned,2,2097152,524288,12,0.836217
host_pinned,2,2097152,524288,13,0.848631
host_pinned,2,2097152,524288,14,0.835405
host_pinned,2,2097152,524288,15,0.859742
host_pinned,2,2097152,524288,16,0.841858
host_pinned,2,2097152,524288,17,0.853481
host_pinned,2,2097152,524288,18,0.824415
host_pinned,2,2097152,524288,19,0.855234
host_pinned,2,2097152,524288,20,0.834645
host_pinned,2,2097152,524288,21,0.849403
host_pinned,2,2097152,524288,22,0.852999
host_pinned,2,2097152,524288,23,0.843822
host_pinned,2,2097152,524288,24,0.850024
host_pinned,2,2097152,524288,25,0.855453
host_pinned,2,2097152,524288,26,0.833302
host_pinned,2,2097152,524288,27,0.846777
host_pinned,2,2097152,524288,28,0.865954
host_pinned,2,2097152,524288,29,0.846447
host_pinned,2,2097152,524288,30,0.827521
host_pinned,2,2097152,524288,31,0.841207
host_pinned,2,2097152,524288,32,0.848581
host_pinned,2,2097152,524288,33,0.852588
host_pinned,2,2097152,524288,34,0.836538
host_pinned,2,2097152,524288,35,0.859992
host_pinned,2,2097152,524288,36,0.861395
host_pinned,2,2097152,524288,37,0.834384
host_pinned,2,2097152,524288,38,0.845345
host_pinned,2,2097152,524288,39,0.846196
host_pinned,2,2097152,524288,40,0.842279
host_pinned,2,2097152,524288,41,0.845655
host_pinned,2,2097152,524288,42,0.834274
host_pinned,2,2097152,524288,43,0.844634
host_pinned,2,2097152,524288,44,0.851657
host_pinned,2,2097152,524288,45,0.838131
host_pinned,2,2097152,524288,46,0.850755
host_pinned,2,2097152,524288,47,0.84819
host_pinned,2,2097152,524288,48,0.850635
host_pinned,2,2097152,524288,49,0.861846
host_pinned,2,2097152,524288,50,0.837651
host_pinned,2,4194304,1048576,1,1.703434
host_pinned,2,4194304,1048576,2,1.649291
host_pinned,2,4194304,1048576,3,1.644692
host_pinned,2,4194304,1048576,4,1.688736
host_pinned,2,4194304,1048576,5,1.692312
host_pinned,2,4194304,1048576,6,1.680199
host_pinned,2,4194304,1048576,7,1.696981
host_pinned,2,4194304,1048576,8,1.661313
host_pinned,2,4194304,1048576,9,1.680921
host_pinned,2,4194304,1048576,10,1.690519
host_pinned,2,4194304,1048576,11,1.686502
host_pinned,2,4194304,1048576,12,1.704646
host_pinned,2,4194304,1048576,13,1.679719
host_pinned,2,4194304,1048576,14,1.684848
host_pinned,2,4194304,1048576,15,1.662496
host_pinned,2,4194304,1048576,16,1.692573
host_pinned,2,4194304,1048576,17,1.707672
host_pinned,2,4194304,1048576,18,1.66476
host_pinned,2,4194304,1048576,19,1.677485
host_pinned,2,4194304,1048576,20,1.686332
host_pinned,2,4194304,1048576,21,1.67492
host_pinned,2,4194304,1048576,22,1.676303
host_pinned,2,4194304,1048576,23,1.690259
host_pinned,2,4194304,1048576,24,1.689747
host_pinned,2,4194304,1048576,25,1.68542
host_pinned,2,4194304,1048576,26,1.650804
host_pinned,2,4194304,1048576,27,1.669409
host_pinned,2,4194304,1048576,28,1.690328
host_pinned,2,4194304,1048576,29,1.663668
host_pinned,2,4194304,1048576,30,1.679769
host_pinned,2,4194304,1048576,31,1.675751
host_pinned,2,4194304,1048576,32,1.674569
host_pinned,2,4194304,1048576,33,1.67481
host_pinned,2,4194304,1048576,34,1.677113
host_pinned,2,4194304,1048576,35,1.643981
host_pinned,2,4194304,1048576,36,1.693935
host_pinned,2,4194304,1048576,37,1.703313
host_pinned,2,4194304,1048576,38,1.674268
host_pinned,2,4194304,1048576,39,1.69079
host_pinned,2,4194304,1048576,40,1.698945
host_pinned,2,4194304,1048576,41,1.676663
host_pinned,2,4194304,1048576,42,1.6644
host_pinned,2,4194304,1048576,43,1.754731
host_pinned,2,4194304,1048576,44,1.662876
host_pinned,2,4194304,1048576,45,1.684969
host_pinned,2,4194304,1048576,46,1.714414
host_pinned,2,4194304,1048576,47,1.680941
host_pinned,2,4194304,1048576,48,1.699988
host_pinned,2,4194304,1048576,49,1.683966
host_pinned,2,4194304,1048576,50,1.678887
host_pinned,2,8388608,2097152,1,3.788722
host_pinned,2,8388608,2097152,2,3.797789
host_pinned,2,8388608,2097152,3,3.77154
host_pinned,2,8388608,2097152,4,3.780527
host_pinned,2,8388608,2097152,5,3.817306
host_pinned,2,8388608,2097152,6,3.783452
host_pinned,2,8388608,2097152,7,3.817838
host_pinned,2,8388608,2097152,8,3.764165
host_pinned,2,8388608,2097152,9,3.796397
host_pinned,2,8388608,2097152,10,3.804051
host_pinned,2,8388608,2097152,11,3.800805
host_pinned,2,8388608,2097152,12,3.795084
host_pinned,2,8388608,2097152,13,3.777702
host_pinned,2,8388608,2097152,14,3.776348
host_pinned,2,8388608,2097152,15,3.785385
host_pinned,2,8388608,2097152,16,3.776569
host_pinned,2,8388608,2097152,17,3.811175
host_pinned,2,8388608,2097152,18,3.796187
host_pinned,2,8388608,2097152,19,3.814111
host_pinned,2,8388608,2097152,20,3.790906
host_pinned,2,8388608,2097152,21,3.797579
host_pinned,2,8388608,2097152,22,3.806936
host_pinned,2,8388608,2097152,23,3.787861
host_pinned,2,8388608,2097152,24,3.794674
host_pinned,2,8388608,2097152,25,3.781288
host_pinned,2,8388608,2097152,26,3.800234
host_pinned,2,8388608,2097152,27,3.785896
host_pinned,2,8388608,2097152,28,3.768814
host_pinned,2,8388608,2097152,29,3.799052
host_pinned,2,8388608,2097152,30,3.807898
host_pinned,2,8388608,2097152,31,3.80378
host_pinned,2,8388608,2097152,32,3.794674
host_pinned,2,8388608,2097152,33,3.797619
host_pinned,2,8388608,2097152,34,3.770156
host_pinned,2,8388608,2097152,35,3.781107
host_pinned,2,8388608,2097152,36,3.802939
host_pinned,2,8388608,2097152,37,3.77696
host_pinned,2,8388608,2097152,38,3.807678
host_pinned,2,8388608,2097152,39,3.807298
host_pinned,2,8388608,2097152,40,3.780005
host_pinned,2,8388608,2097152,41,3.792539
host_pinned,2,8388608,2097152,42,3.789774
host_pinned,2,8388608,2097152,43,3.78797
host_pinned,2,8388608,2097152,44,3.79303
host_pinned,2,8388608,2097152,45,3.78759
host_pinned,2,8388608,2097152,46,3.770167
host_pinned,2,8388608,2097152,47,3.795515
host_pinned,2,8388608,2097152,48,3.77733
host_pinned,2,8388608,2097152,49,3.79807
host_pinned,2,8388608,2097152,50,3.78765
host_pinned,2,16777216,4194304,1,8.121487
host_pinned,2,16777216,4194304,2,8.175028
host_pinned,2,16777216,4194304,3,8.159499
host_pinned,2,16777216,4194304,4,8.159769
host_pinned,2,16777216,4194304,5,8.173806
host_pinned,2,16777216,4194304,6,8.166863
host_pinned,2,16777216,4194304,7,9.40329
host_pinned,2,16777216,4194304,8,8.436555
host_pinned,2,16777216,4194304,9,8.164448
host_pinned,2,16777216,4194304,10,8.14953
host_pinned,2,16777216,4194304,11,8.183304
host_pinned,2,16777216,4194304,12,8.155551
host_pinned,2,16777216,4194304,13,8.481069
host_pinned,2,16777216,4194304,14,8.636384
host_pinned,2,16777216,4194304,15,8.147477
host_pinned,2,16777216,4194304,16,8.162324
host_pinned,2,16777216,4194304,17,8.166732
host_pinned,2,16777216,4194304,18,8.159659
host_pinned,2,16777216,4194304,19,8.201929
host_pinned,2,16777216,4194304,20,8.168777
host_pinned,2,16777216,4194304,21,8.159459
host_pinned,2,16777216,4194304,22,8.173205
host_pinned,2,16777216,4194304,23,8.176973
host_pinned,2,16777216,4194304,24,8.17035
host_pinned,2,16777216,4194304,25,8.161743
host_pinned,2,16777216,4194304,26,8.181431
host_pinned,2,16777216,4194304,27,8.151083
host_pinned,2,16777216,4194304,28,8.17057
host_pinned,2,16777216,4194304,29,8.166232
host_pinned,2,16777216,4194304,30,8.158247
host_pinned,2,16777216,4194304,31,8.169037
host_pinned,2,16777216,4194304,32,8.180179
host_pinned,2,16777216,4194304,33,8.16517
host_pinned,2,16777216,4194304,34,8.15469
host_pinned,2,16777216,4194304,35,8.177733
host_pinned,2,16777216,4194304,36,8.163336
host_pinned,2,16777216,4194304,37,8.165631
host_pinned,2,16777216,4194304,38,8.169328
host_pinned,2,16777216,4194304,39,8.162205
host_pinned,2,16777216,4194304,40,8.177804
host_pinned,2,16777216,4194304,41,8.142306
host_pinned,2,16777216,4194304,42,8.172724
host_pinned,2,16777216,4194304,43,8.180539
host_pinned,2,16777216,4194304,44,8.166282
